#{"t_start": 1744343419.334029, "env_id": "None"}
r,l,t
72.0,80,179.767709
106.0,84,179.83403
186.0,82,179.898778
100.0,85,179.964545
98.0,81,180.022588
121.0,83,180.080427
245.0,100,182.236893
98.0,92,182.303794
122.0,92,182.372611
87.0,80,182.431181
219.0,99,182.514842
96.0,87,182.581261
224.0,103,182.654785
188.0,88,182.714737
256.0,98,182.785308
107.0,90,182.855085
71.0,83,183.049863
311.0,97,183.185568
294.0,86,183.257532
122.0,93,183.333253
167.0,84,183.397118
326.0,105,183.479268
82.0,76,183.543856
81.0,83,183.610723
52.0,74,183.662262
201.0,92,183.730975
193.0,86,183.819633
70.0,82,183.893382
326.0,98,183.963054
230.0,86,186.417518
213.0,88,186.493446
83.0,89,186.57781
89.0,87,186.648197
87.0,88,186.717963
105.0,89,186.784533
196.0,90,186.849863
49.0,78,186.911388
301.0,90,186.976945
180.0,76,187.031264
74.0,78,187.087858
118.0,96,187.156627
314.0,94,187.226695
191.0,81,187.289516
59.0,72,187.340943
79.0,87,187.411736
74.0,76,187.494021
103.0,77,187.547705
82.0,85,187.638407
310.0,86,187.71104
157.0,74,187.765698
93.0,84,187.827687
198.0,85,187.942099
100.0,87,188.008829
93.0,85,188.069251
106.0,87,191.197356
218.0,87,191.269038
219.0,94,191.3408
79.0,81,191.403543
99.0,83,191.465161
189.0,87,191.529981
301.0,89,191.80663
225.0,86,191.915933
306.0,90,191.985892
106.0,84,192.048488
188.0,94,192.128822
100.0,81,192.196761
203.0,86,192.271435
223.0,95,192.347067
77.0,86,192.416857
211.0,89,192.48341
189.0,90,192.55216
111.0,91,192.619027
144.0,89,192.684884
239.0,99,192.762641
61.0,80,192.825955
81.0,83,192.898896
190.0,82,192.961675
323.0,90,195.150782
175.0,86,195.234209
101.0,94,195.329221
228.0,95,195.402776
218.0,93,195.472346
70.0,78,195.5301
85.0,88,195.592444
225.0,91,195.664134
75.0,77,195.738607
252.0,100,195.817028
71.0,81,195.879209
107.0,83,195.939477
104.0,83,195.99893
230.0,94,196.076966
226.0,95,196.144072
74.0,86,196.215076
192.0,93,196.290784
216.0,95,196.368513
97.0,86,196.435809
81.0,86,196.500916
65.0,74,196.553074
207.0,93,196.621248
571.0,114,196.704513
98.0,88,199.217772
290.0,90,199.284304
113.0,90,199.351927
118.0,92,199.429197
117.0,103,199.507032
48.0,74,199.575264
226.0,93,199.660452
85.0,83,199.720035
102.0,90,199.787
94.0,90,199.852081
111.0,85,199.914826
105.0,92,199.981792
242.0,97,200.050032
65.0,71,200.102318
74.0,78,200.156131
226.0,91,200.223541
88.0,88,200.287585
212.0,93,200.379115
56.0,78,200.438031
211.0,85,200.499184
179.0,89,200.563562
63.0,90,200.645154
92.0,92,200.722009
204.0,91,202.93927
324.0,91,203.01146
106.0,86,203.072505
225.0,98,203.151128
108.0,92,203.22282
193.0,96,203.295652
341.0,93,203.365099
96.0,82,203.428308
212.0,96,203.508159
317.0,94,203.577309
311.0,96,203.646884
93.0,80,203.702852
81.0,80,203.760332
219.0,95,203.82703
61.0,78,203.883507
341.0,102,203.964396
212.0,94,204.033851
199.0,88,204.097833
198.0,88,204.161585
105.0,88,204.223023
113.0,93,204.292927
94.0,84,204.367036
84.0,79,204.429993
144.0,93,206.650025
89.0,89,206.715908
93.0,88,206.785525
197.0,87,206.850386
117.0,85,206.919758
125.0,94,206.984893
105.0,77,207.042001
119.0,94,207.112223
89.0,88,207.175372
223.0,94,207.243154
313.0,96,207.31172
81.0,87,207.37266
111.0,92,207.440209
61.0,78,207.494542
117.0,98,207.571856
113.0,94,207.640396
198.0,87,207.701099
225.0,98,207.771967
223.0,94,207.837732
99.0,90,207.906361
185.0,85,207.966953
155.0,93,208.032249
94.0,97,208.105184
185.0,90,210.212529
218.0,98,210.293209
90.0,81,210.350116
323.0,100,210.42351
85.0,91,210.488421
95.0,89,210.551555
243.0,96,210.620859
309.0,94,210.692817
65.0,82,210.74964
118.0,89,210.814284
63.0,81,210.870243
201.0,95,210.941543
205.0,94,211.010274
98.0,88,211.071434
76.0,73,211.12513
81.0,79,211.182104
198.0,92,211.260353
70.0,80,211.340616
170.0,77,211.415027
269.0,102,211.488085
208.0,93,211.554951
58.0,75,211.608077
78.0,85,211.669341
82.0,86,213.748235
90.0,92,213.814435
188.0,86,213.883404
238.0,108,213.978413
112.0,91,214.048705
127.0,100,214.119861
322.0,92,214.185763
190.0,88,214.247598
253.0,101,214.320403
84.0,86,214.382962
56.0,79,214.437648
207.0,92,214.504917
203.0,97,214.574048
227.0,97,214.645396
216.0,98,214.717021
97.0,85,214.779534
56.0,72,214.849223
119.0,84,214.909792
312.0,101,214.981293
333.0,96,215.050477
82.0,82,215.109448
181.0,89,215.171487
59.0,82,215.233632
300.0,99,217.436509
203.0,94,217.502747
114.0,92,217.568786
83.0,95,217.636083
104.0,84,217.69465
218.0,90,217.759398
101.0,92,217.822777
327.0,98,217.893484
214.0,90,217.962062
112.0,88,218.03332
127.0,97,218.106582
431.0,103,218.179971
251.0,100,218.255267
196.0,86,218.317357
324.0,99,218.388104
84.0,82,218.444545
240.0,95,218.512017
193.0,88,218.574986
87.0,86,218.633745
213.0,99,218.704135
338.0,101,218.775853
105.0,92,218.841333
70.0,75,220.897212
200.0,80,220.955928
203.0,98,221.029439
301.0,98,221.109009
75.0,80,221.163024
192.0,100,221.233539
85.0,84,221.29733
69.0,83,221.357643
105.0,80,221.416248
109.0,93,221.481207
53.0,72,221.534364
323.0,91,221.597092
84.0,90,221.661629
72.0,74,221.715013
189.0,96,221.78301
206.0,86,221.845393
308.0,97,221.923848
75.0,86,221.984901
229.0,105,222.060805
89.0,92,222.126472
241.0,99,222.195732
82.0,83,222.256693
131.0,82,222.317446
106.0,91,224.435194
228.0,86,224.506573
229.0,89,224.569823
234.0,97,224.63635
79.0,79,224.693789
111.0,83,224.752958
226.0,95,224.8205
179.0,88,224.884438
102.0,80,224.940372
294.0,94,225.009057
89.0,74,225.060802
94.0,77,225.116502
218.0,100,225.187367
182.0,89,225.250622
297.0,104,225.3268
251.0,100,225.399585
212.0,94,225.467102
106.0,89,225.531111
84.0,85,225.591915
66.0,76,225.647384
74.0,87,225.71336
333.0,96,225.779475
122.0,84,225.840053
209.0,93,228.364242
122.0,95,228.439671
173.0,88,228.509807
123.0,90,228.576484
94.0,84,228.640155
140.0,98,228.711416
121.0,95,228.778707
72.0,71,228.830693
80.0,89,228.895135
85.0,95,228.967019
315.0,100,229.04324
49.0,79,229.124696
99.0,91,229.27616
83.0,91,229.34229
203.0,83,229.403496
212.0,92,229.472834
130.0,99,229.545799
339.0,94,229.612336
183.0,85,229.673849
236.0,101,229.750302
228.0,95,229.824758
74.0,77,229.881647
215.0,91,229.946735
75.0,85,232.11765
124.0,96,232.192032
75.0,75,232.247388
111.0,93,232.318186
79.0,78,232.376199
203.0,86,232.607611
230.0,98,232.747415
210.0,90,232.824126
332.0,100,232.959485
101.0,85,233.040149
319.0,101,233.132218
108.0,94,233.220127
348.0,99,233.31002
177.0,89,233.38481
317.0,94,233.468682
129.0,92,233.549334
334.0,103,233.631119
111.0,89,233.70113
163.0,95,233.773618
70.0,84,233.832233
74.0,76,233.888161
97.0,90,233.9512
252.0,104,236.35629
115.0,95,236.435655
88.0,81,236.498548
301.0,93,236.567238
324.0,106,236.645164
110.0,91,236.735225
88.0,78,236.793616
201.0,84,236.86313
78.0,92,236.941533
57.0,87,237.00265
182.0,85,237.063959
111.0,92,237.128114
211.0,96,237.206568
226.0,94,237.275851
241.0,92,237.339588
111.0,100,237.412232
182.0,85,237.474661
410.0,96,237.542446
123.0,91,237.614607
193.0,89,237.681503
334.0,108,237.773901
291.0,87,237.837312
85.0,83,237.897474
435.0,99,240.1733
87.0,91,240.2466
222.0,88,240.314451
128.0,94,240.384569
70.0,86,240.485223
89.0,89,240.577112
202.0,96,240.647309
284.0,94,240.713168
93.0,81,240.772469
116.0,90,240.838242
83.0,79,240.895153
88.0,81,240.954224
118.0,96,241.02139
94.0,88,241.085352
300.0,97,241.156356
102.0,97,241.224477
104.0,91,241.297451
83.0,81,241.36127
200.0,84,241.451538
95.0,83,241.513334
99.0,90,241.583329
113.0,85,241.644721
72.0,79,241.701914
223.0,102,244.000389
95.0,84,244.066648
193.0,89,244.140293
98.0,87,244.208548
97.0,88,244.284783
306.0,92,244.360735
127.0,96,244.441045
166.0,82,244.502261
118.0,89,244.568051
203.0,88,244.631603
321.0,91,244.699351
209.0,94,244.777846
434.0,96,244.846654
92.0,84,244.906226
313.0,95,244.985485
232.0,103,245.061538
124.0,89,245.12513
54.0,78,245.181345
300.0,97,245.254267
263.0,97,245.326658
170.0,86,245.389677
127.0,90,245.462709
55.0,74,245.518021
102.0,82,247.774978
92.0,92,247.850975
114.0,89,247.915603
129.0,87,247.980901
123.0,86,248.049151
429.0,100,248.209554
221.0,87,248.276754
197.0,92,248.343273
118.0,90,248.506648
457.0,111,248.585626
76.0,84,248.751512
138.0,95,248.924396
439.0,100,249.198373
108.0,86,249.27143
239.0,105,249.374086
113.0,84,249.440804
124.0,88,249.506712
186.0,91,249.575554
326.0,99,249.663019
85.0,84,249.737914
210.0,94,249.810257
202.0,94,249.88148
109.0,92,252.32276
223.0,93,252.399761
107.0,90,252.473346
214.0,87,252.544128
217.0,88,252.612531
318.0,92,252.69425
220.0,92,252.76982
180.0,85,252.834509
69.0,79,252.892675
77.0,81,252.955521
352.0,108,253.041392
87.0,84,253.099411
303.0,87,253.162555
63.0,81,253.219913
248.0,89,253.284522
205.0,92,253.355228
225.0,97,253.42367
141.0,100,253.497485
129.0,96,253.565424
201.0,90,253.627704
287.0,95,253.696368
214.0,93,253.762907
295.0,91,255.99039
127.0,100,256.069596
304.0,81,256.130004
55.0,75,256.184904
141.0,76,256.252462
91.0,94,256.321749
93.0,87,256.382826
462.0,107,256.460317
69.0,81,256.519514
175.0,91,256.583437
239.0,100,256.655692
101.0,85,256.716635
315.0,97,256.786284
213.0,93,256.853561
214.0,85,256.918681
70.0,76,256.97479
332.0,100,257.047404
242.0,98,257.116497
106.0,94,257.185011
198.0,91,257.249133
218.0,95,257.31616
216.0,103,257.390649
75.0,83,257.448608
90.0,83,260.328973
206.0,92,260.423204
301.0,93,260.4994
245.0,96,260.575434
239.0,105,260.657054
103.0,87,260.720926
94.0,81,260.800017
424.0,103,260.889871
103.0,88,260.953444
199.0,106,261.031482
180.0,93,261.098754
309.0,97,261.171667
235.0,98,261.252202
199.0,89,261.322769
193.0,86,261.382723
199.0,89,261.503356
150.0,91,261.582701
119.0,82,261.650209
312.0,95,261.723925
209.0,93,261.798266
95.0,83,261.864615
242.0,102,261.949842
210.0,90,264.133689
252.0,104,264.211585
172.0,88,264.277974
106.0,94,264.346208
330.0,105,264.425514
315.0,92,264.495593
202.0,88,264.561021
104.0,81,264.619679
196.0,90,264.685748
278.0,101,264.76265
430.0,106,264.841849
72.0,80,264.899899
430.0,104,264.973942
197.0,86,265.03792
106.0,93,265.104277
116.0,94,265.169566
206.0,91,265.236324
85.0,84,265.296449
436.0,101,265.367041
70.0,88,265.43193
98.0,82,265.490165
128.0,94,265.558675
100.0,88,267.743523
218.0,94,267.818062
59.0,82,267.883381
122.0,95,267.960399
293.0,94,268.031492
185.0,90,268.102625
310.0,94,268.175596
124.0,93,268.240518
332.0,98,268.316422
477.0,109,268.401011
74.0,74,268.457802
188.0,78,268.518295
202.0,87,268.586587
60.0,68,268.63696
223.0,99,268.714644
128.0,93,268.787429
90.0,89,268.853054
110.0,86,268.918865
212.0,99,268.994477
226.0,95,269.06249
323.0,105,269.142408
104.0,85,269.203774
421.0,111,269.282834
329.0,97,271.756296
251.0,98,271.827167
69.0,91,271.896065
139.0,96,271.971781
251.0,96,272.040282
77.0,80,272.098998
411.0,98,272.171536
76.0,77,272.226827
334.0,99,272.298814
106.0,90,272.363786
113.0,92,272.438323
239.0,101,272.519562
94.0,89,272.584922
87.0,84,272.645219
113.0,93,272.712332
83.0,84,272.771075
239.0,94,272.840337
221.0,96,272.90913
113.0,97,272.979085
322.0,101,273.052895
278.0,90,273.115781
160.0,88,273.182081
111.0,91,275.877958
210.0,98,275.950782
97.0,95,276.025864
103.0,100,276.111847
301.0,94,276.188562
343.0,106,276.267784
333.0,100,276.343658
82.0,94,276.411877
385.0,112,276.491641
326.0,97,276.562564
115.0,82,276.704071
68.0,80,276.762459
75.0,84,276.828066
186.0,87,276.892506
90.0,82,276.962471
114.0,95,277.0375
78.0,85,277.101258
118.0,92,277.166764
70.0,83,277.228594
121.0,91,277.296235
87.0,88,277.362138
74.0,88,277.436093
81.0,77,279.785143
97.0,87,279.851476
232.0,91,279.921943
214.0,91,279.987322
208.0,97,280.058942
301.0,93,280.127818
96.0,82,280.187663
204.0,86,280.253742
141.0,89,280.318835
190.0,90,280.386452
324.0,97,280.461211
200.0,91,280.525538
67.0,82,280.58652
61.0,74,280.639236
89.0,85,280.707663
190.0,83,280.770099
329.0,98,280.839449
210.0,102,280.914524
90.0,91,280.979542
151.0,102,281.051877
221.0,96,281.122375
169.0,85,281.186751
232.0,104,281.261173
200.0,91,283.368179
222.0,99,283.441682
79.0,85,283.504907
317.0,85,283.564601
98.0,87,283.629087
141.0,95,283.697646
124.0,94,283.766175
175.0,87,283.829367
106.0,90,283.915194
283.0,97,283.986562
82.0,86,284.048008
120.0,88,284.110146
97.0,91,284.175893
213.0,91,284.24085
91.0,89,284.303178
313.0,94,284.381904
48.0,71,284.432479
77.0,96,284.500709
217.0,97,284.578089
95.0,83,284.635846
325.0,96,284.70552
141.0,106,284.782388
67.0,85,284.842582
204.0,92,286.926159
120.0,87,286.991241
434.0,109,287.069729
238.0,97,287.13873
131.0,90,287.204184
148.0,99,287.33161
111.0,99,287.402852
114.0,89,287.465636
64.0,80,287.585124
60.0,78,287.642968
205.0,96,287.718539
312.0,104,287.79536
232.0,93,287.873978
208.0,93,288.015892
233.0,100,288.086039
76.0,77,288.142595
301.0,88,288.204382
113.0,83,288.26555
231.0,106,288.404216
295.0,94,288.570742
336.0,98,288.761752
69.0,83,288.828649
478.0,112,291.062131
92.0,88,291.127604
98.0,96,291.197771
221.0,96,291.266452
95.0,85,291.326874
213.0,87,291.389126
118.0,91,291.452536
198.0,97,291.521881
316.0,99,291.593676
211.0,91,291.65882
200.0,96,291.731118
210.0,94,291.799963
162.0,78,291.856184
227.0,93,291.927541
108.0,92,292.001451
72.0,83,292.061996
181.0,92,292.133545
106.0,86,292.194455
221.0,99,292.266903
58.0,85,292.328226
81.0,78,292.383345
103.0,92,292.450223
218.0,102,294.550998
210.0,92,294.616381
216.0,98,294.68826
300.0,99,294.759564
328.0,103,294.830506
460.0,107,294.908451
173.0,95,294.984393
218.0,94,295.052149
339.0,96,295.11972
78.0,89,295.205359
208.0,94,295.27437
233.0,93,295.340304
343.0,108,295.419456
254.0,104,295.495602
225.0,90,295.559072
128.0,86,295.622819
190.0,75,295.675311
203.0,91,295.743941
107.0,87,295.807802
233.0,102,295.879626
119.0,89,295.944412
190.0,92,296.010662
208.0,93,298.394826
107.0,80,298.454868
100.0,86,298.516852
85.0,91,298.584619
192.0,85,298.646947
241.0,98,298.718112
148.0,77,298.774756
76.0,81,298.832436
225.0,98,298.903938
100.0,94,298.988986
64.0,82,299.04622
226.0,92,299.113076
219.0,102,299.188004
104.0,82,299.247645
94.0,94,299.316331
145.0,93,299.380296
84.0,80,299.44286
79.0,86,299.505646
71.0,85,299.566264
177.0,84,299.627607
70.0,81,299.688551
218.0,98,299.762407
101.0,96,299.833826
91.0,85,301.97144
230.0,97,302.041849
224.0,98,302.110844
333.0,110,302.193231
57.0,81,302.251978
129.0,90,302.318481
62.0,77,302.378273
76.0,86,302.444505
343.0,105,302.522003
128.0,97,302.594144
88.0,81,302.653752
186.0,88,302.71723
316.0,102,302.792577
56.0,76,302.846929
81.0,82,302.904223
199.0,95,302.971461
219.0,100,303.040537
123.0,90,303.10432
83.0,78,303.16055
407.0,100,303.229975
222.0,97,303.300663
420.0,102,303.37273
67.0,83,305.468696
78.0,88,305.533406
90.0,91,305.599824
294.0,89,305.66298
94.0,83,305.723898
424.0,100,305.79532
213.0,95,305.863816
228.0,94,305.935029
514.0,109,306.014378
64.0,88,306.078142
94.0,85,306.140383
52.0,67,306.187535
49.0,64,306.234296
98.0,86,306.300812
87.0,77,306.355872
75.0,75,306.409416
87.0,84,306.471414
224.0,99,306.543123
329.0,99,306.613397
102.0,87,306.858499
334.0,100,306.954576
138.0,101,307.026652
98.0,83,307.086176
317.0,96,309.604064
70.0,85,309.668185
200.0,92,309.736984
192.0,87,309.801766
196.0,90,309.866034
192.0,91,309.932673
78.0,82,309.99064
197.0,84,310.051671
112.0,91,310.117303
125.0,94,310.182186
347.0,104,310.257699
206.0,90,310.323593
74.0,75,310.376911
224.0,99,310.449753
107.0,83,310.507643
141.0,100,310.580271
212.0,87,310.6423
343.0,103,310.715656
99.0,85,310.7776
186.0,89,310.850903
123.0,91,311.081833
81.0,89,311.147845
112.0,90,311.218984
77.0,94,313.513463
109.0,92,313.582836
104.0,97,313.652093
185.0,103,313.72713
88.0,82,313.786127
93.0,85,313.847583
206.0,94,313.915442
259.0,104,313.987258
93.0,87,314.051387
86.0,81,314.110156
95.0,88,314.172861
425.0,106,314.249549
167.0,83,314.308476
176.0,81,314.369208
109.0,91,314.436482
95.0,91,314.501567
124.0,93,314.56874
84.0,89,314.632
210.0,95,314.699196
231.0,99,314.771231
78.0,78,314.825582
193.0,88,314.89163
92.0,84,314.953141
242.0,101,317.31449
106.0,85,317.377909
278.0,83,317.438381
212.0,102,317.516869
198.0,89,317.583166
195.0,97,317.687525
339.0,101,317.907371
311.0,95,317.99335
403.0,87,318.067005
202.0,91,318.152883
101.0,92,318.225794
97.0,85,318.288806
82.0,84,318.35114
90.0,84,318.417232
114.0,83,318.499513
242.0,95,318.570193
365.0,99,318.64255
93.0,91,318.715058
204.0,93,318.781807
80.0,77,318.83843
466.0,106,318.915609
235.0,96,318.984868
56.0,81,321.744285
98.0,88,321.825321
108.0,93,321.904435
107.0,90,321.985407
128.0,96,322.064112
296.0,92,322.138604
63.0,80,322.208037
259.0,99,322.291373
232.0,96,322.375819
224.0,95,322.459547
74.0,77,322.52601
169.0,82,322.592299
232.0,98,322.670922
104.0,91,322.744861
223.0,88,322.809305
91.0,77,322.864667
97.0,85,322.938803
209.0,92,323.013068
114.0,95,323.086382
236.0,96,323.161628
76.0,90,323.233896
83.0,82,323.299278
219.0,96,323.375413
187.0,85,325.599787
102.0,89,325.66644
97.0,82,325.73037
325.0,95,325.798621
123.0,85,325.861665
81.0,83,325.921235
450.0,106,325.997857
185.0,91,326.065042
175.0,82,326.122502
85.0,80,326.181331
217.0,95,326.249742
69.0,81,326.310545
92.0,88,326.375615
127.0,92,326.440644
306.0,103,326.516857
176.0,87,326.580808
74.0,76,326.636669
68.0,77,326.692688
102.0,86,326.752326
286.0,83,326.813805
204.0,99,326.885099
84.0,89,326.952185
106.0,86,327.017155
100.0,92,329.485329
189.0,87,329.551724
79.0,82,329.612693
128.0,92,329.680056
110.0,85,329.752634
229.0,93,329.818326
252.0,96,329.889673
89.0,89,329.954594
80.0,94,330.022103
235.0,97,330.095589
109.0,96,330.165293
114.0,88,330.228285
89.0,86,330.290134
108.0,88,330.353366
222.0,93,330.42051
102.0,91,330.486468
318.0,95,330.552996
317.0,96,330.622215
330.0,97,330.691552
207.0,90,330.755245
165.0,103,330.830971
450.0,104,330.90783
424.0,101,333.019038
317.0,96,333.090124
228.0,100,333.163246
243.0,97,333.234468
215.0,92,333.307027
221.0,88,333.369678
231.0,98,333.440925
102.0,92,333.507528
317.0,101,333.582184
326.0,98,333.653793
211.0,92,333.721308
105.0,87,333.783811
222.0,97,333.854429
102.0,95,333.921159
108.0,96,333.99151
69.0,83,334.052664
359.0,105,334.128949
192.0,80,334.191782
64.0,82,334.257675
356.0,103,334.33321
79.0,83,334.394981
189.0,80,334.45344
222.0,92,336.65145
121.0,91,336.720464
342.0,104,336.794397
95.0,89,336.861738
359.0,104,336.938904
211.0,92,337.008641
92.0,94,337.075038
84.0,83,337.135056
356.0,108,337.213542
222.0,94,337.28157
79.0,84,337.341698
224.0,96,337.409833
342.0,104,337.48573
92.0,89,337.54996
297.0,89,337.612672
454.0,108,337.689767
327.0,100,337.762911
107.0,90,337.825496
257.0,98,337.898478
82.0,90,337.963065
447.0,109,338.057992
221.0,98,338.128905
200.0,89,340.207689
112.0,92,340.281846
429.0,105,340.357268
81.0,80,340.41471
93.0,81,340.472655
93.0,84,340.531913
209.0,94,340.599541
106.0,86,340.659361
340.0,102,340.735538
222.0,96,340.804536
186.0,94,340.870523
82.0,85,340.932436
128.0,99,341.002628
71.0,72,341.053288
213.0,86,341.115117
83.0,80,341.171066
314.0,98,341.242498
353.0,111,341.323916
84.0,83,341.387813
44.0,74,341.44659
63.0,80,341.504123
175.0,85,341.567441
98.0,81,341.625801
114.0,87,343.808568
109.0,87,343.882326
66.0,77,343.940768
225.0,97,344.012398
102.0,81,344.071528
87.0,80,344.128824
318.0,94,344.199024
86.0,88,344.270517
206.0,95,344.341278
357.0,109,344.423316
104.0,88,344.490283
95.0,90,344.555646
205.0,85,344.62178
127.0,94,344.69444
294.0,97,344.771863
206.0,92,344.848948
219.0,88,344.914861
75.0,77,344.969368
106.0,85,345.033046
89.0,93,345.180872
213.0,93,345.254725
103.0,101,345.334492
110.0,87,345.399622
105.0,87,347.532971
121.0,88,347.596745
199.0,84,347.658083
200.0,91,347.724583
88.0,84,347.786925
111.0,94,347.856522
80.0,84,347.924542
128.0,91,348.001771
310.0,95,348.093662
180.0,81,348.15126
224.0,95,348.237033
307.0,91,348.303445
86.0,84,348.371067
88.0,81,348.431924
215.0,93,348.499899
71.0,78,348.5563
202.0,88,348.621875
472.0,104,348.699416
72.0,75,348.753861
98.0,94,348.822801
469.0,105,348.900941
231.0,92,349.073205
302.0,88,349.170401
96.0,86,351.479423
156.0,91,351.552119
211.0,87,351.621338
316.0,97,351.700398
89.0,87,351.77007
87.0,90,351.835377
440.0,101,351.910252
118.0,98,351.987303
120.0,92,352.0534
344.0,95,352.121929
199.0,95,352.191166
360.0,109,352.271152
315.0,101,352.345859
108.0,84,352.406828
189.0,86,352.469568
83.0,86,352.536145
272.0,106,352.613591
342.0,104,352.689459
189.0,89,352.75254
115.0,88,352.817452
525.0,104,352.893041
130.0,98,355.104146
78.0,77,355.164117
438.0,104,355.243209
66.0,85,355.305124
78.0,79,355.362512
97.0,88,355.427322
307.0,94,355.493127
326.0,98,355.564901
87.0,79,355.622154
346.0,108,355.69992
86.0,72,355.752787
450.0,108,355.830419
167.0,76,355.884651
446.0,103,355.959564
233.0,93,356.024515
205.0,92,356.091837
142.0,93,356.158649
207.0,97,356.227819
197.0,92,356.295638
223.0,102,356.369854
195.0,88,356.432229
190.0,86,356.495266
109.0,93,356.561794
210.0,95,358.681764
151.0,100,358.753431
80.0,87,358.817984
351.0,102,358.890958
95.0,91,358.955539
96.0,83,359.0166
62.0,74,359.069291
178.0,84,359.130613
221.0,102,359.204283
78.0,76,359.256868
112.0,89,359.322027
311.0,104,359.39633
219.0,93,359.463513
181.0,85,359.526423
209.0,87,359.588632
203.0,87,359.65228
83.0,83,359.713226
97.0,86,359.775939
104.0,89,359.842129
189.0,89,359.905012
80.0,82,359.965119
241.0,97,360.035956
191.0,86,360.097715
311.0,105,362.190821
203.0,98,362.263807
99.0,89,362.328354
112.0,86,362.390498
94.0,82,362.450461
453.0,114,362.530886
262.0,99,362.604372
225.0,91,362.676257
233.0,95,362.803281
192.0,98,362.879093
78.0,77,362.93287
102.0,95,363.001681
244.0,105,363.077712
220.0,99,363.160584
194.0,85,363.227637
107.0,87,363.291525
345.0,101,363.36265
73.0,79,363.420779
339.0,105,363.498018
134.0,97,363.567579
81.0,91,363.633543
71.0,82,363.693273
37.0,72,365.813159
225.0,90,365.882404
325.0,88,365.948598
191.0,89,366.014465
118.0,88,366.078262
137.0,99,366.150378
203.0,89,366.219357
209.0,91,366.289375
226.0,94,366.359866
205.0,87,366.422724
228.0,99,366.495254
105.0,83,366.556168
206.0,86,366.620717
233.0,101,366.697621
113.0,98,366.770095
236.0,101,366.842461
312.0,98,366.914349
111.0,88,366.983593
225.0,109,367.064151
459.0,107,367.148683
301.0,95,367.225394
319.0,94,367.297841
267.0,83,369.58796
477.0,107,369.665783
81.0,77,369.722558
238.0,91,369.789161
170.0,87,369.853221
227.0,96,369.923379
171.0,80,369.981965
237.0,102,370.055595
306.0,102,370.13099
189.0,88,370.195559
219.0,88,370.260202
98.0,87,370.322421
85.0,90,370.386349
232.0,101,370.459921
85.0,81,370.515123
142.0,90,370.581107
63.0,79,370.637728
212.0,94,370.704931
89.0,91,370.770753
97.0,82,370.829228
361.0,106,370.906584
66.0,80,370.965867
78.0,76,371.020282
129.0,86,373.141477
217.0,88,373.218682
87.0,82,373.283127
80.0,81,373.339155
105.0,82,373.398133
574.0,107,373.476462
214.0,91,373.54022
199.0,88,373.603531
79.0,85,373.66303
235.0,93,373.730473
450.0,110,373.810516
191.0,82,373.870942
313.0,89,373.942087
427.0,105,374.024603
92.0,88,374.093942
78.0,88,374.163083
99.0,92,374.23439
230.0,94,374.304384
203.0,95,374.372394
196.0,94,374.440655
132.0,91,374.50453
179.0,87,374.568162
339.0,109,376.801938
456.0,116,376.887135
142.0,95,376.958258
213.0,100,377.033548
98.0,93,377.101154
235.0,100,377.172206
203.0,93,377.238128
213.0,93,377.307494
464.0,115,377.389241
210.0,89,377.451601
362.0,106,377.529579
446.0,104,377.604648
173.0,107,377.683331
190.0,91,377.748063
232.0,93,377.816709
438.0,103,377.895296
182.0,90,377.966096
119.0,86,378.037317
79.0,80,378.103288
125.0,89,378.17355
104.0,83,378.242891
322.0,103,380.396463
35.0,66,380.446646
179.0,82,380.505395
37.0,80,380.564944
199.0,79,380.62196
259.0,98,380.692888
107.0,90,380.762812
103.0,83,380.829746
239.0,99,380.905809
204.0,97,381.029372
84.0,80,381.088738
81.0,86,381.152036
102.0,85,381.213391
235.0,96,381.283062
195.0,96,381.352367
155.0,80,381.410563
195.0,93,381.479516
346.0,100,381.55044
246.0,99,381.623089
197.0,91,381.688847
245.0,101,381.760449
85.0,85,381.823367
82.0,83,381.883492
352.0,106,384.095474
221.0,94,384.16534
199.0,83,384.227183
202.0,92,384.292849
342.0,109,384.373328
219.0,102,384.447487
75.0,84,384.50697
232.0,102,384.581733
188.0,85,384.644174
95.0,83,384.702584
87.0,82,384.762452
75.0,79,384.818129
65.0,78,384.875798
100.0,80,384.932259
180.0,82,384.993114
88.0,85,385.053339
180.0,87,385.115157
228.0,97,385.185085
70.0,77,385.24003
182.0,89,385.304577
109.0,91,385.370494
222.0,94,385.437682
399.0,114,385.520997
117.0,92,387.661574
95.0,88,387.727498
307.0,98,387.798426
99.0,88,387.90883
79.0,84,387.974571
206.0,91,388.049126
73.0,82,388.113392
119.0,90,388.179694
106.0,83,388.246747
101.0,83,388.312279
311.0,90,388.381115
224.0,100,388.454471
221.0,97,388.527504
81.0,85,388.588459
196.0,91,388.656164
326.0,98,388.72669
112.0,94,388.794243
249.0,94,388.861867
124.0,86,388.922174
111.0,86,388.985946
66.0,75,389.040626
86.0,83,389.101027
83.0,83,389.16218
104.0,88,391.248975
97.0,94,391.318086
113.0,88,391.383806
121.0,87,391.452012
331.0,101,391.531911
320.0,101,391.612851
662.0,112,391.700564
198.0,93,391.766629
285.0,106,391.844499
202.0,97,391.915326
187.0,84,391.976144
211.0,94,392.046378
108.0,96,392.115318
194.0,90,392.178983
315.0,96,392.25288
72.0,79,392.310512
146.0,90,392.374136
100.0,83,392.433756
95.0,87,392.495231
88.0,93,392.561925
